Condition|Title|Link|Discounted Price|Original Price|Discount|Image
New|Spark illustration by mignon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175899|16,830 JPY|19,800 JPY|15.0%|https://img.amiami.com/images/product/main/243/FIGURE-175899.jpg
New|TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" Klaudia Valentz Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181958|20,570 JPY|24,200 JPY|15.0%|https://img.amiami.com/images/product/main/251/FIGURE-181958.jpg
New|Neptunia x SENRAN KAGURA: Ninja Wars Black Heart Kimono Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-191686|28,050 JPY|33,000 JPY|15.0%|https://img.amiami.com/images/product/main/253/FIGURE-191686.jpg
New|Love Live! Hasunosora Girls' High School Idol Club Kozue Otomune Fortune Movie Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185474|22,440 JPY|26,400 JPY|15.0%|https://img.amiami.com/images/product/main/252/FIGURE-185474.jpg
Pre-owned|Evangelion (RADIO EVA) Rei Ayanami Ver.RADIO EVA Original Color 1/7 Complete Figure (Rerelease)|https://www.amiami.com/eng/detail/?gcode=FIGURE-154103-R|11,980 JPY|14,080 JPY|14.91%|https://img.amiami.com/images/product/main/232/FIGURE-154103.jpg
Pre-owned|Love Live! Nijigasaki High School Idol Club Karin Asaka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-196052-R|21,580 JPY|25,300 JPY|14.7%|https://img.amiami.com/images/product/main/254/FIGURE-196052.jpg
Pre-owned|"Fate/Grand Order" Assassin/Kama (Final Ascension) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173766-R|19,710 JPY|23,100 JPY|14.68%|https://img.amiami.com/images/product/main/243/FIGURE-173766.jpg
Pre-owned|[Bonus] Hololive Production Yuzuki Choco 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-154592-R|15,980 JPY|18,700 JPY|14.55%|https://img.amiami.com/images/product/main/233/FIGURE-154592.jpg
Pre-owned|Delicious in Dungeon "Marcille Student Ver." 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-183575-R|20,980 JPY|24,530 JPY|14.47%|https://img.amiami.com/images/product/main/251/FIGURE-183575.jpg
Pre-owned|[Bonus] Gakuen iDOLM@STER Rinami Himesaki -clumsy trick- 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-193035-R|19,780 JPY|23,100 JPY|14.37%|https://img.amiami.com/images/product/main/254/FIGURE-193035.jpg
Pre-owned|TV Anime "THE IDOLM@STER Cinderella Girls U149" Arisu Tachibana Limited Edition 1/7 Complete Figure (PLUM Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-158184-R|19,780 JPY|23,100 JPY|14.37%|https://img.amiami.com/images/product/main/233/FIGURE-158184.jpg
Pre-owned|THE IDOLM@STER SHINY COLORS Natsu ni Koisuru Pizzicato! Meguru Hachimiya 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058071-R|13,950 JPY|16,280 JPY|14.31%|https://img.amiami.com/images/product/main/202/FIGURE-058071.jpg
Pre-owned|KDcolle "Date A Live" Light Novel Ver. Kurumi Tokisaki Bunny Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-060307-R|13,980 JPY|16,280 JPY|14.13%|https://img.amiami.com/images/product/main/202/FIGURE-060307.jpg
Pre-owned|Super Robot Wars V Chitose Kisaragi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133944-R|17,980 JPY|20,900 JPY|13.97%|https://img.amiami.com/images/product/main/214/FIGURE-133944.jpg
Pre-owned|Hatsune Miku GT Project Racing Miku 2024Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181648-R|23,980 JPY|27,800 JPY|13.74%|https://img.amiami.com/images/product/main/251/FIGURE-181648.jpg
Pre-owned|Overlord Yuri Alpha 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179719-R|19,480 JPY|22,550 JPY|13.61%|https://img.amiami.com/images/product/main/244/FIGURE-179719.jpg
Pre-owned|Chozo Art Collection TV Anime Princess Principal Ange 1/7 Complete Figure (Soreosu Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-165876-R|15,980 JPY|18,480 JPY|13.53%|https://img.amiami.com/images/product/main/241/FIGURE-165876.jpg
Pre-owned|TV Anime "The Demon Girl Next Door Season 2" Shadow Mistress Yuuko Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180134-R|19,980 JPY|23,100 JPY|13.51%|https://img.amiami.com/images/product/main/244/FIGURE-180134.jpg
Pre-owned|[Bonus] Honkai: Star Rail March 7th 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173082-R|24,410 JPY|28,160 JPY|13.32%|https://img.amiami.com/images/product/main/243/FIGURE-173082.jpg
Pre-owned|Umamusume Pretty Derby Nice Nature 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-186109-R|24,180 JPY|27,800 JPY|13.02%|https://img.amiami.com/images/product/main/252/FIGURE-186109.jpg
Pre-owned|Illustrator Original Azamuki Usagi Standing Bunny by Kafun 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-190091-R|22,980 JPY|26,400 JPY|12.95%|https://img.amiami.com/images/product/main/253/FIGURE-190091.jpg
Pre-owned|The Rising of the Shield Hero Season2 Raphtalia: Snow Play Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185280-R|20,980 JPY|24,100 JPY|12.95%|https://img.amiami.com/images/product/main/252/FIGURE-185280.jpg
Pre-owned|[Bonus] KDcolle BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. 2 Maple Break Core ver. 1/7 Complete Figure (Kadokawa Store, ebten, Chara Ani Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-165979-R|18,980 JPY|21,780 JPY|12.86%|https://img.amiami.com/images/product/main/262/FIGURE-165979.jpg
Pre-owned|Chainsaw Man Power & Makima Nurse Ver. 1/7 Scale Figure set|https://www.amiami.com/eng/detail/?gcode=FIGURE-152830-R|47,180 JPY|54,010 JPY|12.65%|https://img.amiami.com/images/product/main/231/FIGURE-152830.jpg
Pre-owned|The Quintessential Quintuplets 2 Miku Nakano Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122251-R|18,280 JPY|20,900 JPY|12.54%|https://img.amiami.com/images/product/main/204/FIGURE-122251.jpg
Limited|[AmiAmi Exclusive Bonus] Echocalypse Leviathan: Striking Grace ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161464-R|25,980 JPY|29,700 JPY|12.53%|https://img.amiami.com/images/product/main/234/FIGURE-161464.jpg
Pre-owned|7th Dragon 2020 - Hacker (Chelsea) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-7694-R|8,980 JPY|10,266 JPY|12.53%|https://img.amiami.com/images/product/main/124/FIG-MOE-7694.jpg
Pre-owned|[Bonus] Honkai: Star Rail Fu Xuan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165812-R|21,850 JPY|24,970 JPY|12.49%|https://img.amiami.com/images/product/main/241/FIGURE-165812.jpg
Pre-owned|KDcolle KonoSuba Megumin Original Ver. China Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124335-R|16,180 JPY|18,480 JPY|12.45%|https://img.amiami.com/images/product/main/211/FIGURE-124335.jpg
Pre-owned|Goblin Slayer High Elf Archer 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162307-R|19,980 JPY|22,800 JPY|12.37%|https://img.amiami.com/images/product/main/234/FIGURE-162307.jpg
Pre-owned|[Bonus] X-EROS COVER GIRL illustrated by Aruchu Kizuki 1/7 Figure (w/Genga Postcard)|https://www.amiami.com/eng/detail/?gcode=FIGURE-005505-R|12,350 JPY|14,080 JPY|12.29%|https://img.amiami.com/images/product/main/142/FIGURE-005505.jpg
Pre-owned|YU-GI-OH! CARD GAME MONSTER FIGURE COLLECTION/ASH BLOSSOM & JOYOUS SPRING 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175682-R|17,390 JPY|19,800 JPY|12.17%|https://img.amiami.com/images/product/main/243/FIGURE-175682.jpg
Pre-owned|KDcolle "Re:ZERO -Starting Life in Another World-" Rem: Phantom Night Wizard ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-177633-R|5,940 JPY|6,743 JPY|11.91%|https://img.amiami.com/images/product/main/244/FIGURE-177633.jpg
Pre-owned|Fate/Grand Order Berserker/Sei Shounagon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185101-R|26,980 JPY|30,580 JPY|11.77%|https://img.amiami.com/images/product/main/252/FIGURE-185101.jpg
Pre-owned|Minna no Oniku Takagi-san Takagi Mikoto 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133911-R|14,380 JPY|16,280 JPY|11.67%|https://img.amiami.com/images/product/main/214/FIGURE-133911.jpg
Pre-owned|BLADE ARCUS from Shining - Won Pairon 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-009437-R|11,480 JPY|12,980 JPY|11.56%|https://img.amiami.com/images/product/main/144/FIGURE-009437.jpg
Pre-owned|"Sword Art Online" Asuna & Yuuki -Ending Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170534-R|34,080 JPY|38,500 JPY|11.48%|https://img.amiami.com/images/product/main/242/FIGURE-170534.jpg
Pre-owned|Grisaia no Kajitsu - Yumiko Sakaki Limited Edition w/A4 Wall Scroll 1/7 Complete Figure [OrchidSeed Web Order Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-014514-R|12,480 JPY|14,080 JPY|11.36%|https://img.amiami.com/images/product/main/154/FIGURE-014514.jpg
Pre-owned|TV Anime "Urusei Yatsura" Lum 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-165978-R|17,550 JPY|19,800 JPY|11.36%|https://img.amiami.com/images/product/main/241/FIGURE-165978.jpg
New|[Bonus] Steins;Gate Kurisu Makise & Mayuri Shiina & Suzuha Amane Swimsuit Ver. Set 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-184862|49,000 JPY|55,000 JPY|10.91%|https://img.amiami.com/images/product/main/252/FIGURE-184862.jpg
Pre-owned|Sword & Wizards -Haken no Koutei to Shichisei no Himekishi- Felicia -Bunny ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-023164-R|10,780 JPY|12,100 JPY|10.91%|https://img.amiami.com/images/product/main/164/FIGURE-023164.jpg
Pre-owned|Ys VIII -Lacrimosa of DANA- Dana Iclucia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174602-R|26,550 JPY|29,700 JPY|10.61%|https://img.amiami.com/images/product/main/243/FIGURE-174602.jpg
Pre-owned|GANTZ Reika 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166441-R|22,480 JPY|25,080 JPY|10.37%|https://img.amiami.com/images/product/main/241/FIGURE-166441.jpg
Pre-owned|Anime "ATRI -My Dear Moments-" Atri Teaser Visual Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-195624-R|25,650 JPY|28,600 JPY|10.31%|https://img.amiami.com/images/product/main/254/FIGURE-195624.jpg
New|KDcolle "Re:ZERO -Starting Life in Another World-" Rem: Phantom Night Wizard ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-177634|6,060 JPY|6,743 JPY|10.13%|https://img.amiami.com/images/product/main/244/FIGURE-177634.jpg
New|KDcolle "Re:ZERO -Starting Life in Another World-" Ram: Phantom Night Wizard ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-177636|6,060 JPY|6,743 JPY|10.13%|https://img.amiami.com/images/product/main/244/FIGURE-177636.jpg
New|SSSS.GRIDMAN Rikka Takarada 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175342|14,350 JPY|15,950 JPY|10.03%|https://img.amiami.com/images/product/main/243/FIGURE-175342.jpg
New|KDcolle Alya Sometimes Hides Her Feelings in Russian Alisa Mikhailovna Kujou: Light Novel Catgirl ver. illustration by Momoco 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187553|18,310 JPY|20,350 JPY|10.02%|https://img.amiami.com/images/product/main/252/FIGURE-187553.jpg
New|Beheneko "Aria & Tama" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-188762|24,250 JPY|26,950 JPY|10.02%|https://img.amiami.com/images/product/main/253/FIGURE-188762.jpg
Limited|[AmiAmi Limited Edition] Azur Lane, Jeanne D'Arc -Saintess of the Sea-, 1/7 Scale Plastic Pre-painted Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165955|27,220 JPY|30,250 JPY|10.02%|https://img.amiami.com/images/product/main/241/FIGURE-165955.jpg
New|[Bonus] Movie "GRIDMAN UNIVERSE" Rikka Takarada: Dreamy Divas Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179748|19,600 JPY|21,780 JPY|10.01%|https://img.amiami.com/images/product/main/244/FIGURE-179748.jpg
New|[Bonus] Movie "GRIDMAN UNIVERSE" Yume Minami: Dreamy Divas Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-179752|19,600 JPY|21,780 JPY|10.01%|https://img.amiami.com/images/product/main/244/FIGURE-179752.jpg
Pre-owned|[Bonus] Imouto sae Ireba Ii. - Miyako Shirakawa 1/7 Complete Figure [BVC Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-035969-R|13,660 JPY|15,180 JPY|10.01%|https://img.amiami.com/images/product/main/183/FIGURE-035969.jpg
Sale|Character Vocal Series 01 Hatsune Miku feat. Yoneyama Mai 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171858|29,520 JPY|32,800 JPY|10.0%|https://img.amiami.com/images/product/main/242/FIGURE-171858.jpg
New|Aojiro Hebi no Iro 1/7 Complete Figure Deluxe Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-190325|8,910 JPY|9,900 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-190325.jpg
Limited|[AmiAmi Limited Edition] Beheneko "Aria & Tama" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-188763|24,750 JPY|27,500 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-188763.jpg
New|Blue Archive Kakudate Karin (Bunny Girl) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185231|21,420 JPY|23,800 JPY|10.0%|https://img.amiami.com/images/product/main/252/FIGURE-185231.jpg
New|Goddess of Victory: Nikke Rapi: Classic Vacation 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172222|15,120 JPY|16,800 JPY|10.0%|https://img.amiami.com/images/product/main/242/FIGURE-172222.jpg
New|Aojiro Hebi no Iro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-190324|7,920 JPY|8,800 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-190324.jpg
New|KDcolle Fate/stay night [Heaven's Feel] Saber Alter Kimono ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-190006|23,760 JPY|26,400 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-190006.jpg
New|[Bonus] Blue Archive Miyu (Swimsuit) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-181653|21,780 JPY|24,200 JPY|10.0%|https://img.amiami.com/images/product/main/251/FIGURE-181653.jpg
New|Girls' Frontline PA-15 Lady Thief of Champagne Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-201507|19,800 JPY|22,000 JPY|10.0%|https://img.amiami.com/images/product/main/262/FIGURE-201507.jpg
New|PRISMA WING Re:ZERO -Starting Life in Another World- Echidna Glass Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-176370|26,630 JPY|29,590 JPY|10.0%|https://img.amiami.com/images/product/main/244/FIGURE-176370.jpg
New|Sugar Apple Fairy Tale Anne Halford and Challe Fenn Challe 1/7 Complete Figure Set|https://www.amiami.com/eng/detail/?gcode=FIGURE-173569|53,460 JPY|59,400 JPY|10.0%|https://img.amiami.com/images/product/main/243/FIGURE-173569.jpg
New|Punishing: Gray Raven Lucia: Crimson Weave 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180018|24,120 JPY|26,800 JPY|10.0%|https://img.amiami.com/images/product/main/244/FIGURE-180018.jpg
New|PRISMA WING Fuzichoco Original Illustration Scarlet Umbrella and Peony 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-176623|35,540 JPY|39,490 JPY|10.0%|https://img.amiami.com/images/product/main/244/FIGURE-176623.jpg
New|Miss Kobayashi's Dragon Maid Tohru Bikini Style Tan ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187997|21,582 JPY|23,980 JPY|10.0%|https://img.amiami.com/images/product/main/252/FIGURE-187997.jpg
New|Honkai Impact 3rd Seele / Stygian Nymph Mirrored Flourishes Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-203904|38,610 JPY|42,900 JPY|10.0%|https://img.amiami.com/images/product/main/noimage_e.jpg
New|Sword Oratoria Is It Wrong to Try to Pick Up Girls in a Dungeon? Gaiden Ais Wallenstein 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-182243|15,840 JPY|17,600 JPY|10.0%|https://img.amiami.com/images/product/main/251/FIGURE-182243.jpg
New|TV Anime "My Hero Academia" Lady Nagant 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187819|22,770 JPY|25,300 JPY|10.0%|https://img.amiami.com/images/product/main/252/FIGURE-187819.jpg
New|KDcolle "Love Live!" Eli Ayase LoveLive!Days 5th Anniversary ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-191126|22,770 JPY|25,300 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-191126.jpg
Sale|The Rising of the Shield Hero Season2 Raphtalia: Snow Play Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185280|21,690 JPY|24,100 JPY|10.0%|https://img.amiami.com/images/product/main/252/FIGURE-185280.jpg
New|PRISMA WING Promise of Wizard Owen DX Version 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180171|49,400 JPY|54,890 JPY|10.0%|https://img.amiami.com/images/product/main/244/FIGURE-180171.jpg
New|[Exclusive Sale] Fate/Grand Order Lancer/Kiyohime 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180711|16,920 JPY|18,800 JPY|10.0%|https://img.amiami.com/images/product/main/251/FIGURE-180711.jpg
Limited|[AmiAmi Limited Edition] PARQUET "Ibaraki Rino" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185244|24,750 JPY|27,500 JPY|10.0%|https://img.amiami.com/images/product/main/252/FIGURE-185244.jpg
New|THE IDOLM@STER Cinderella Girls [Dance Dance Dance] Kaede Takagaki + 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-191180|21,420 JPY|23,800 JPY|10.0%|https://img.amiami.com/images/product/main/253/FIGURE-191180.jpg
New|SSSS.GRIDMAN Akane Shinjo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-175340|14,355 JPY|15,950 JPY|10.0%|https://img.amiami.com/images/product/main/243/FIGURE-175340.jpg
Pre-owned|Lucrea Umamusume Pretty Derby Silence Suzuka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138839-R|15,840 JPY|17,600 JPY|10.0%|https://img.amiami.com/images/product/main/222/FIGURE-138839.jpg
Pre-owned|That Time I Got Reincarnated as a Slime Rimuru Tempest 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122360-R|14,850 JPY|16,500 JPY|10.0%|https://img.amiami.com/images/product/main/204/FIGURE-122360.jpg
Pre-owned|Blue Archive Hina (Swimsuit) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168551-R|19,780 JPY|21,900 JPY|9.68%|https://img.amiami.com/images/product/main/242/FIGURE-168551.jpg
Pre-owned|Nachoneko New outfit ver. 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185582-R|18,880 JPY|20,900 JPY|9.67%|https://img.amiami.com/images/product/main/252/FIGURE-185582.jpg
Pre-owned|[Bonus] Re:ZERO -Starting Life in Another World- Rem -Neon City Ver.- 1/7 Complete Figure (SHIBUYA SCRAMBLE FIGURE Online Store, Amazon Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-152356-R|38,380 JPY|42,350 JPY|9.37%|https://img.amiami.com/images/product/main/232/FIGURE-152356.jpg
Pre-owned|Anime "BOCCHI THE ROCK!" Kikuri Hiroi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-177280-R|22,480 JPY|24,800 JPY|9.35%|https://img.amiami.com/images/product/main/244/FIGURE-177280.jpg
Pre-owned|TRANSFORMERS Bishoujo Transformers Optimus Prime 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141944-R|15,980 JPY|17,600 JPY|9.2%|https://img.amiami.com/images/product/main/222/FIGURE-141944.jpg
Pre-owned|Summer Pockets Umi Katou 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-188644-R|16,980 JPY|18,700 JPY|9.2%|https://img.amiami.com/images/product/main/253/FIGURE-188644.jpg
Pre-owned|Amatsuka Uto 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-180316-R|17,980 JPY|19,800 JPY|9.19%|https://img.amiami.com/images/product/main/244/FIGURE-180316.jpg
Pre-owned|Re:ZERO -Starting Life in Another World- Rem -Aqua Dress- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158279-R|19,780 JPY|21,780 JPY|9.18%|https://img.amiami.com/images/product/main/233/FIGURE-158279.jpg
Pre-owned|Movie Fate/stay night [Heaven's Feel] Sakura Matou -Makiri's Grail- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-127870-R|19,980 JPY|22,000 JPY|9.18%|https://img.amiami.com/images/product/main/221/FIGURE-127870.jpg
Pre-owned|Movie "Kara no Kyoukai" Shiki Ryougi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170872-R|19,980 JPY|22,000 JPY|9.18%|https://img.amiami.com/images/product/main/242/FIGURE-170872.jpg
Pre-owned|[Bonus] Mahjong Soul Yui Yagi Bond Level Max Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173367-R|20,980 JPY|23,100 JPY|9.18%|https://img.amiami.com/images/product/main/243/FIGURE-173367.jpg
Pre-owned|[Bonus] Monogatari Series Shinobu Oshino 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187432-R|23,980 JPY|26,400 JPY|9.17%|https://img.amiami.com/images/product/main/252/FIGURE-187432.jpg
Pre-owned|Yuru Camp Rin Shima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-171952-R|29,980 JPY|33,000 JPY|9.15%|https://img.amiami.com/images/product/main/242/FIGURE-171952.jpg
Pre-owned|Re:ZERO -Starting Life in Another World- Emilia High School Teacher Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-038431-R|12,980 JPY|14,245 JPY|8.88%|https://img.amiami.com/images/product/main/182/FIGURE-038431.jpg
Pre-owned|DARLING in the FRANXX Zero Two 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-185275-R|20,780 JPY|22,800 JPY|8.86%|https://img.amiami.com/images/product/main/252/FIGURE-185275.jpg
Pre-owned|PRISMA WING Re:ZERO -Starting Life in Another World- Rem Glass Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173908-R|25,980 JPY|28,490 JPY|8.81%|https://img.amiami.com/images/product/main/243/FIGURE-173908.jpg
Pre-owned|"Jujutsu Kaisen" Panda 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-184046-R|27,090 JPY|29,700 JPY|8.79%|https://img.amiami.com/images/product/main/251/FIGURE-184046.jpg
Pre-owned|Blue Archive -Blue Archive- Aru (Dress) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-187701-R|15,980 JPY|17,500 JPY|8.69%|https://img.amiami.com/images/product/main/252/FIGURE-187701.jpg
Pre-owned|[Bonus] Hololive Production Oozora Subaru 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-153463-R|17,080 JPY|18,700 JPY|8.66%|https://img.amiami.com/images/product/main/232/FIGURE-153463.jpg
New|Fire Emblem Dimitri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173530|29,980 JPY|32,780 JPY|8.54%|https://img.amiami.com/images/product/main/243/FIGURE-173530.jpg
Pre-owned|White Rabbit Rosu Casual Wear Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-191902-R|19,980 JPY|21,780 JPY|8.26%|https://img.amiami.com/images/product/main/253/FIGURE-191902.jpg
Pre-owned|Atelier Sophie 2: The Alchemist of the Mysterious Dream Plachta 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165735-R|36,880 JPY|39,930 JPY|7.64%|https://img.amiami.com/images/product/main/241/FIGURE-165735.jpg
Pre-owned|[Bonus] Harley Quinn Suicide Squad ISEKAI Ver. 1/7 Complete Figure (Kaiyodo Online Store, Kaiyodo Hobby Lobby Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-197304-R|20,320 JPY|22,000 JPY|7.64%|https://img.amiami.com/images/product/main/261/FIGURE-197304.jpg
Pre-owned|Kantai Collection -Kan Colle- Iowa Regular Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2019 April & May Issue Mail Order, HobbyJAPAN Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-052177-R|25,410 JPY|27,500 JPY|7.6%|https://img.amiami.com/images/product/main/194/FIGURE-052177.jpg
Pre-owned|Shining Beach Heroines Sonia -Summer Princess- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-053506-R|14,250 JPY|15,400 JPY|7.47%|https://img.amiami.com/images/product/main/194/FIGURE-053506.jpg
Limited|[AmiAmi Exclusive Bonus] Gakuen iDOLM@STER Ume Hanami [Bonus Edition] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-183934-R|15,120 JPY|16,300 JPY|7.24%|https://img.amiami.com/images/product/main/251/FIGURE-183934.jpg
